"","session","person","choice","is_other","story_1","story_2","minus_positive_sync","minus_negative_sync","minus_positive_listener_mean","minus_negative_listener_mean","negative_set_mean_corr_to_actress_1","negative_set_mean_corr_to_actress_2","postive_set_mean_corr_to_actress_1","postive_set_mean_corr_to_actress_2","nasalis_mean_corr_1","nasalis_mean_corr_2","zygomaticus_major_mean_corr_1","zygomaticus_major_mean_corr_2","frontalis_mean_corr_1","frontalis_mean_corr_2","orbicularis_oculi_mean_corr_1","orbicularis_oculi_mean_corr_2","platysima_mean_corr_1","platysima_mean_corr_2","risorius_mean_corr_1","risorius_mean_corr_2","listener_mean_negative_set_activation_1","listener_mean_negative_set_activation_2","listener_mean_positive_set_activation_1","listener_mean_positive_set_activation_2","frontalis_mean_activation_1","frontalis_mean_activation_2","nasalis_mean_activation_1","nasalis_mean_activation_2","zygomaticus_major_mean_activation_1","zygomaticus_major_mean_activation_2","orbicularis_oculi_mean_activation_1","orbicularis_oculi_mean_activation_2","platysima_mean_activation_1","platysima_mean_activation_2","risorius_mean_activation_1","risorius_mean_activation_2","minus_frontalis","minus_nasalis","minus_zygomaticus_major","minus_orbicularis_oculi","minus_platysima","minus_risorius"
"11","05122022_1600","05122022_1600_A","0","1","11","3",0.0273856795414106,0.0462742885421564,0.0352562127694274,0.073617514845496,0.434990644670853,0.396513387177152,0.444887032533515,0.421169486245483,0.479190243815387,0.42898981734332,0.479773784020986,0.427169828427758,0.425640750772186,0.413697565684192,0.444887032533515,0.421169486245483,0.471948235537527,0.430385158228639,0.398033053804179,0.362641616125665,0.329473645189333,0.284289898407005,0.406647464709674,0.378950264033912,0.652634757159326,0.66474988079862,0.315046744372636,0.269437314435491,0.124828400780315,0.101096627365545,0.406647464709674,0.378950264033912,0.376525755694115,0.301772552452677,0.28242153468455,0.266807244361332,-0.00919634500829934,0.0780336593441938,0.105042693186914,0.0352562127694274,0.110206972866664,0.0284294831569871
"12","05122022_1600","05122022_1600_B","0","1","11","3",0.0287099622955856,0.0151801661243505,0.0335346935642246,0.0148474154018971,0.374566407029726,0.363364493373317,0.424055039228472,0.400385385713433,0.398207272340882,0.408982591178142,0.355605668729592,0.32975280309927,0.336668522355432,0.337952837452435,0.424055039228472,0.400385385713433,0.351583879834637,0.346998196331151,0.397548934224816,0.379730790415482,0.63073310651334,0.612277610055434,0.555009770835961,0.518993403497678,0.941001047272271,0.94618741862847,0.251393921068586,0.272468379922133,0.954849804653533,0.943928244217588,0.555009770835961,0.518993403497678,0.937099362581829,0.93788326260852,0.324366850444852,0.286671957502348,-0.00274820000753017,-0.0402290044801685,0.00575188892795449,0.0335346935642246,-0.000418083888436693,0.0616898508772957
"13","05122022_1600","05122022_1600_A","0","0","16","8",-0.00199145804568866,0.0208757408154357,0.0449597861243655,0.00830407700367739,0.429682140199475,0.412109123948425,0.416192504635364,0.41785347220642,0.451744934830182,0.446322056515236,0.448779398890628,0.464485895724884,0.412700105830727,0.42508202758417,0.416192504635364,0.41785347220642,0.499568238341002,0.446467572114685,0.359796042057947,0.377750675782165,0.296382882690889,0.291501049250821,0.381747602266017,0.348897935170165,0.636228653300373,0.57823441601264,0.276762623783947,0.258517620779666,0.0911595238091768,0.0947383319828104,0.381747602266017,0.348897935170165,0.319511372654765,0.316104026065711,0.273254392727013,0.26689807243593,0.0477529854576298,0.0340849549176901,-0.0192514763464413,0.0449597861243655,0.00536070491041104,0.0117676409921891
"14","05122022_1600","05122022_1600_B","1","0","16","8",-0.0708158469911641,-0.0186364540907983,-0.0173234125022533,-0.0130939709033147,0.356243024569851,0.369773396265923,0.345582717440718,0.398258460482237,0.445061198335432,0.449819505444019,0.34972297241622,0.346295694006199,0.344439837584382,0.350502758292863,0.345582717440718,0.398258460482237,0.334128479061759,0.35293770768808,0.378357570077943,0.386609084843765,0.620019884459956,0.636472357313984,0.524549136758718,0.543043484114466,0.951330213239506,0.948866887235836,0.291630064366407,0.39435712104588,0.954340876407058,0.947177594669924,0.524549136758718,0.543043484114466,0.944742936099286,0.946715389726548,0.295296832820626,0.326229324901421,0.00129635289047317,-0.149750693400682,0.0037671376040209,-0.0173234125022533,-0.00104282161564439,-0.0497686086039664
"15","05122022_1600","05122022_1600_A","0","1","6","12",-0.0305656339360609,-0.0563113278162984,-0.0668298070624872,-0.127330498802587,0.386004429405796,0.432071363562194,0.401626624030204,0.426952675589374,0.422820316039117,0.430198031656367,0.415253280684404,0.489371669284567,0.43422682002705,0.42280179871319,0.401626624030204,0.426952675589374,0.421649354548669,0.473995398231328,0.350359504262923,0.39014732889306,0.263282249581695,0.340112848380222,0.353278107896089,0.403878754956571,0.514325820541272,0.596594861903369,0.259266826597335,0.385736622850811,0.087554733916509,0.101147494694235,0.353278107896089,0.403878754956571,0.263638436233797,0.381774329668374,0.262926062929594,0.298451367092069,-0.0740548291720158,-0.196076154882088,-0.0720328576816413,-0.0668298070624872,-0.183039288461308,-0.0632823876818563
"16","05122022_1600","05122022_1600_B","1","1","6","12",0.0216452996532958,-0.0292782230003878,-0.0179922836859127,-0.0383346345556844,0.341906578184081,0.362531266490373,0.398792773678811,0.38189456235483,0.420904899840493,0.404150848786407,0.352359724952509,0.399092366106943,0.342455047947839,0.344422335859509,0.398792773678811,0.38189456235483,0.338860441863485,0.356534195017923,0.344952714504678,0.368528337962822,0.648386716999226,0.700079683679879,0.561448941858817,0.582022606340794,0.94763839046092,1.04794093044519,0.524059996826467,0.577505652425963,0.9378050824775,1.04461641039689,0.561448941858817,0.582022606340794,0.938398667788578,1.05355907437846,0.358374766209874,0.346600292981295,-0.050262366889393,-0.0485179032550321,-0.0538792221045397,-0.0179922836859127,-0.0578126755161995,0.0167019713322744
"17","06122022_1215","06122022_1215_A","1","0","5","10",-0.0218200108028165,-0.0502453703876681,-0.0748969860112809,-0.0587077497421769,0.350897244053158,0.388024648217873,0.39979052090084,0.417626570669308,0.388902469538999,0.384381140329317,0.430068956727992,0.457617103294836,0.379051217031268,0.360334803627433,0.39979052090084,0.417626570669308,0.3744034170273,0.419263450043879,0.327391071079016,0.356785846391866,0.60190033119325,0.676980549911184,0.445048427356887,0.517111290268494,0.507043892513791,0.516904750931052,0.318456753712015,0.378864338775459,0.424220997708057,0.491604951800582,0.445048427356887,0.517111290268494,0.256522583368029,0.400913746010925,0.947278079018471,0.953047353811442,-0.00963022753180903,-0.086628076669758,-0.0735772491800196,-0.0748969860112809,-0.21962759919169,-0.00303594042015189
"18","06122022_1215","06122022_1215_B","1","0","5","10",-0.0364200473905429,-0.0311374519568268,-0.0556530860333881,-0.0149898672928864,0.40624135399959,0.432353046867865,0.429920060967283,0.462419095327994,0.384320146936535,0.408203794038129,0.517839902479139,0.570341607733023,0.365328303652279,0.394728971533093,0.429920060967283,0.462419095327994,0.429857015508595,0.428769194005632,0.382625692490585,0.435936899730097,0.436205430067341,0.449481763562866,0.556020140959968,0.621555880598623,0.505732892896398,0.518582832304316,0.286795642964258,0.318190984378146,0.457612733705194,0.494879085340673,0.556020140959968,0.621555880598623,0.536707578768168,0.533327964804776,0.335703281366513,0.365635562320957,-0.0125449010415221,-0.0518942733524576,-0.0391251146627262,-0.0556530860333881,0.00315841280571618,-0.0426787724989925
"19","06122022_1215","06122022_1215_A","1","1","6","12",0.0529167412586372,-0.0061647825170888,-0.108499798846375,-0.0267103643329053,0.392065576671816,0.396929560097036,0.413935126454274,0.37232861166326,0.437278560458182,0.398533517600692,0.404381603646956,0.452067506731845,0.418480489096861,0.416782685787928,0.413935126454274,0.37232861166326,0.441219684378236,0.456233439856469,0.342911468965395,0.337625680337604,0.634068469122991,0.668870442146519,0.413162082916091,0.513729649427767,0.510989550403458,0.55131474136447,0.373092443999409,0.395750333272488,0.399158321188516,0.458648936001513,0.413162082916091,0.513729649427767,0.314093642490838,0.375515171910964,0.954043295755144,0.962225712382073,-0.0379601130048166,-0.029470120475706,-0.0693519602618825,-0.108499798846375,-0.0890672046780684,-0.00426997284420087
"20","06122022_1215","06122022_1215_B","1","1","6","12",0.00254210321034908,-0.0498378057925262,-0.103890836768736,-0.00660885719145232,0.399712861333146,0.441644253841374,0.446126982954005,0.443864532664967,0.417242200205055,0.407502755975869,0.549997321398196,0.499062250844196,0.399188361057458,0.408768548348641,0.446126982954005,0.443864532664967,0.392858038417947,0.456190661233023,0.406567684248345,0.427097846449725,0.453106815862802,0.459135696349988,0.533069205594813,0.656672463093471,0.509581554723557,0.517014332134462,0.348794134254167,0.335808765567022,0.368970679388713,0.592774342288215,0.533069205594813,0.656672463093471,0.531026254131842,0.540041911921244,0.375187377593762,0.378229480778732,-0.00724021740789709,0.0189677383641475,-0.232705818959448,-0.103890836768736,-0.00841744538316847,-0.00403774238811331
"21","06122022_1215","06122022_1215_A","1","1","11","3",0.0259953314514074,0.00993589100989707,-0.0821162576160132,-0.0531063096980668,0.411619023674796,0.403519892248259,0.434659847185179,0.41263415866628,0.480722371868397,0.449243940288265,0.469064475106107,0.464151581304628,0.427596788995994,0.415722751869103,0.434659847185179,0.41263415866628,0.46500968215008,0.456588332741624,0.358228365199512,0.350451451754893,0.698411368950835,0.776751843358954,0.548887662771236,0.647097487473673,0.506949860749682,0.525833721085917,0.381207762724002,0.461617761745924,0.52025868229284,0.620420861615581,0.548887662771236,0.647097487473673,0.446662574428574,0.599489138644705,0.950160163473096,0.954014548073203,-0.0182844311900007,-0.0954052727253293,-0.0878092185115772,-0.0821162576160132,-0.146084513657367,-0.00202417592079903
"22","06122022_1215","06122022_1215_B","1","1","11","3",0.0431968787101044,-0.0177975960647666,-0.158196529336595,-0.0333214915108115,0.360667995872748,0.373738669042176,0.433951462865782,0.398013186802948,0.354061631476376,0.407517518693663,0.447495486581909,0.484724448231114,0.394748642465739,0.364536444180396,0.433951462865782,0.398013186802948,0.366154248733903,0.368720693438862,0.355181743011593,0.37875664464549,0.415596891507634,0.444248212853206,0.467635726006861,0.643397293703377,0.458032028332289,0.497391507177129,0.320384221155958,0.343574030297134,0.375979494137923,0.596180708329572,0.467635726006861,0.643397293703377,0.48805331695684,0.519364216376123,0.343140466058428,0.36913220933029,-0.0411958439184291,-0.0349266073437964,-0.226507126739753,-0.158196529336595,-0.0310803598143594,-0.0364912822995455
