"","session","person","ListenerChoice","minus_positive_sync","minus_negative_sync","minus_positive_listener_mean","minus_negative_listener_mean","nasalis_mean_corr_1","nasalis_mean_corr_2","zygomaticus_major_mean_corr_1","zygomaticus_major_mean_corr_2","frontalis_mean_corr_1","frontalis_mean_corr_2","orbicularis_oculi_mean_corr_1","orbicularis_oculi_mean_corr_2","platysima_mean_corr_1","platysima_mean_corr_2","risorius_mean_corr_1","risorius_mean_corr_2","listener_mean_negative_set_activation_1","listener_mean_negative_set_activation_2","listener_mean_positive_set_activation_1","listener_mean_positive_set_activation_2"
"14","07122022_1030","07122022_1030_2","1",0.00581810426010643,-0.0293219510076451,-0.00212818496144139,0.0117916675086151,0.429512297465796,0.456802325206658,0.393261324116124,0.397254897801696,0.324257277764801,0.32056378497726,0.412994598645968,0.40815889860083,0.43481953551994,0.439273389811791,0.378038213471746,0.422693484737768,0.339799293208665,0.331879085098936,0.430622495633605,0.432459293317345
"15","07122022_1030","07122022_1030_1","1",0.0395034484537986,-0.0385025461832938,-0.0469881721093707,-0.00259535358678723,0.37798612354699,0.451484970928767,0.339632879952357,0.330993493445388,0.321288461354107,0.301338264131177,0.355202596526241,0.323736457085388,0.326739429108434,0.342000625998123,0.311700602522945,0.347571245256072,0.197679283544462,0.198708048829295,0.527939530982514,0.57999956385756
"16","07122022_1030","07122022_1030_2","0",-0.0145176870270269,0.00687799640657175,-0.010144194482428,-0.0648329601491694,0.421870597674741,0.396415077660816,0.392268070396887,0.402184980974693,0.305414734408683,0.334085247827085,0.420893543844027,0.413622331316173,0.464406279146888,0.433035027802521,0.379290757013,0.399135397976262,0.308639687140658,0.351434233321486,0.420757112717767,0.429381079880423
"17","07122022_1230","07122022_1230_1","1",-0.0723085241723448,-0.0186935603332032,-0.0490096289495004,-0.149223850562627,0.3714594797261,0.410763547992891,0.335440168120604,0.375302581949464,0.386576247040329,0.415010733490774,0.327538363828623,0.410426606857338,0.406360253510038,0.406783524060727,0.356331783079907,0.3849665702884,0.75538054673489,1.02036398309104,0.771733081815528,0.851276162669341
"18","07122022_1230","07122022_1230_2","1",0.0320134515425514,0.0601428463929887,0.143428663211457,0.119400877541738,0.50998323367309,0.376730385536506,0.419946790954003,0.300463958745631,0.351652654215357,0.356827543509489,0.383125101861416,0.332364039143771,0.342803261267081,0.332750614773,0.409677668039878,0.334352490028627,1.02846884963932,0.809065621296401,0.798829551468012,0.598423424899405
"19","07122022_1230","07122022_1230_1","1",0.1065814957236,0.0593583091865258,-0.032090241509318,0.0928544194657784,0.480801891307926,0.339438347275996,0.439309514032921,0.330401553926591,0.381705534809373,0.367530621804978,0.453154843626241,0.306508943707403,0.420322800923934,0.353726450003708,0.448372284240266,0.417618624296674,0.762206543054108,0.63268472421404,0.706120804783813,0.752942498565681
"20","07122022_1230","07122022_1230_2","1",-0.0294539714016836,-0.0422737533178195,0.0237156239765536,0.0585666584679411,0.379883135207239,0.355177014551778,0.369315173005842,0.392408491594501,0.389131427705238,0.418516682576878,0.34935978687258,0.364797752072189,0.342150200924361,0.36110781168969,0.393092856039386,0.43904206750306,0.746836791964052,0.66419724352115,0.701495853819303,0.668993835679408
"21","11122022_1500","11122022_1500_1","1",0.00451671567533561,0.0238972582922247,0.00953599270274597,0.00270984241626332,0.378221669593372,0.379619003383612,0.347291801979359,0.367764312664862,0.336793022063165,0.340369381202484,0.314057581320999,0.304628244173981,0.342180223729837,0.319281113948644,0.332138701105875,0.323561266951377,0.762345920624576,0.758225411930664,0.78755639043057,0.772678006605857
"22","11122022_1500","11122022_1500_2","1",0.021384854211173,0.0269772652405891,-0.0196779524280114,-0.00221788222078536,0.388701836695993,0.335518152171415,0.353553569603364,0.352253809682805,0.334635572558883,0.325165585746223,0.339958595156387,0.321180467913273,0.335808232455284,0.31967859142701,0.346999623275776,0.327256437794888,0.541805737834017,0.544214402594889,0.752383830070524,0.782588951443448
"23","11122022_1500","11122022_1500_1","1",-0.0293049199966413,-0.0299709130656322,0.00611321556732387,0.0121978908761747,0.423409010458799,0.366731881893411,0.411444868622846,0.360920053003304,0.302132189870544,0.347287602980804,0.328592032130024,0.3215192739058,0.320989775592139,0.354804416950796,0.336467505264826,0.34327967659527,0.742696785582443,0.724796463073811,0.772399834695082,0.763013521861503
"24","11122022_1500","11122022_1500_2","0",0.0467029589116768,0.0423753848432262,-0.0238398475379598,-0.0121763003515182,0.336915057954185,0.329373275468712,0.361541905834797,0.330657845779483,0.37052659064817,0.318965740867599,0.322885374977318,0.312567369321875,0.31327438399916,0.293591775318048,0.356607172578898,0.321824779165502,0.484476044649811,0.496419726168832,0.730041207221593,0.765699436115069
"25","13112022_1530","13112022_1530_1","0",0.0165472769929717,0.00602803996568014,-0.0114658873854333,-0.0305655912242566,0.352932427694734,0.354327271611078,0.4343444699399,0.425933289093979,0.307953893781934,0.299654103606343,0.295592439402453,0.284243269653943,0.323754446412199,0.330682426851398,0.362784865584184,0.347629507286082,0.386092230106508,0.410438667933489,0.375637358090326,0.384351302486708
"26","13112022_1530","13112022_1530_2","1",-0.0543958247286473,-0.0562171304479862,0.00107252076435802,0.0316569239171657,0.446784793720798,0.434494002404514,0.322743470737503,0.337692220838141,0.300746339550893,0.343292560573241,0.294205160535076,0.320108039817166,0.326626203961322,0.382346370499098,0.33999710496627,0.363692767485529,0.356820324383602,0.334921893618033,0.908507363750645,0.906560665600444
